Cod. Bodega,Bodega,Cod.Grupo,Grupo,Cod. Sub Grupo,Sub Grupo,Cod. Producto,Producto,Cod. U. Medida,Disponible,Reserva,Transitoria,Consignación,Stock Total,Costo Unit.,Costo Total,Archivo Origen
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70119SC00,BROCA ANULAR 19 MM,UN,7.0,0.0,0.0,0.0,7.0,24692.07,172844.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70120SC00,BROCA ANULAR 20 MM,UN,8.0,0.0,0.0,0.0,8.0,29226.11,233809.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70121SC00,BROCA ANULAR 21 MM,UN,7.0,0.0,0.0,0.0,7.0,29981.88,209873.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70122SCMK,BROCA ANULAR 22 MM,UN,6.0,0.0,0.0,0.0,6.0,29104.16,174625.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70125SCMW,BROCA ANULAR 25 MM,UN,1.0,0.0,0.0,0.0,1.0,47704.21,47704.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70126SCMK,BROCA ANULAR 26 MM,UN,7.0,0.0,0.0,0.0,7.0,43465.63,304259.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70127SCMK,BROCA ANULAR 27 MM,UN,3.0,0.0,0.0,0.0,3.0,37183.65,111551.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70129SCMK,BROCA ANULAR 29 MM,UN,6.0,0.0,0.0,0.0,6.0,52043.57,312261.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70130SCMK,BROCA ANULAR 30 MM,UN,1.0,0.0,0.0,0.0,1.0,48404.79,48405.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70132SCMK,BROCA ANULAR 32 MM,UN,2.0,0.0,0.0,0.0,2.0,44742.81,89486.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70140SC00,BROCA ANULAR 40 MM,UN,4.0,0.0,0.0,0.0,4.0,71803.33,287213.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR70150SCMK,BROCA ANULAR 50 MM,UN,3.0,0.0,0.0,0.0,3.0,88669.13,266007.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR7071200MK,BROCA SDS PLUS 12 MM ,UN,4.0,0.0,0.0,0.0,4.0,2798.0,11192.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71004SS00,BROCA CILINDRICA COBALTO 04 MM,UN,15.0,0.0,0.0,0.0,15.0,1093.0,16395.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71005SS00,BROCA CILINDRICA COBALTO 05 MM,UN,15.0,0.0,0.0,0.0,15.0,1597.0,23955.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71006SS00,BROCA CILINDRICA COBALTO 06 MM,UN,11.0,0.0,0.0,0.0,11.0,1560.0,17160.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71012NN00,BROCA SDS CONCRETO 12MM (HORMIGON),UN,12.0,0.0,0.0,0.0,12.0,1147.0,13764.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71014SSDR,BROCA CILINDRICA COBALTO 14 MM,UN,13.0,0.0,0.0,0.0,13.0,16004.08,208053.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71019SC00,BROCA CILINDRICA HSS 19 MM,UN,2.0,0.0,0.0,0.0,2.0,16300.0,32600.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71516SCMK,BROCA PALETA MADERA 16 MM,UN,2.0,0.0,0.0,0.0,2.0,2723.0,5446.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,BC,BROCA,IBR71600NN00,BROCA FIERRO,UN,13.0,0.0,0.0,0.0,13.0,20900.0,271700.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : BC,,,,,,nan,,,170.0,0.0,0.0,0.0,170.0,,3476915.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,CT,CORTE,H700CT000004,CUCHILLO CARTONERO,UN,8.0,0.0,0.0,0.0,8.0,3561.0,28488.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,CT,CORTE,H700CTNN0003,TIJERA HOJALATERA,UN,2.0,0.0,0.0,0.0,2.0,7630.15,15260.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CT,,,,,,nan,,,10.0,0.0,0.0,0.0,10.0,,43748.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,EL,ELECTRICO,H200EL000017,TALADRO INALAMBRICO,UN,1.0,0.0,0.0,0.0,1.0,71950.0,71950.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,EL,ELECTRICO,H200ELESCM00,ESCAREADOR NEUMATICO PARA LIMPIENZA DE SALPICADURA DE SOLD.,UN,1.0,0.0,0.0,0.0,1.0,131765.0,131765.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : EL,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,203715.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN000002,FLEXOMETRO 10 MT,UN,19.4,0.0,0.0,0.0,19.4,15833.29,307166.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN000008,JUEGO TIZADOR,UN,3.0,0.0,0.0,0.0,3.0,6384.68,19154.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN000010,NIVEL BURBUJA,UN,1.0,0.0,0.0,0.0,1.0,10355.0,10355.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN000012,COMPAS MECANICO PUNTA RECTA 12,UN,8.0,0.0,0.0,0.0,8.0,10567.94,84544.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN000016,ESCUADRA COMBINADA DE 12'',UN,7.0,0.0,0.0,0.0,7.0,15.29,107.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN000028,FLEXOMETRO METALICO 30 MTS,UN,2.0,0.0,0.0,0.0,2.0,32712.68,65425.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN000040,REGLA DE ACERO DE 40  / 1000MM,UN,4.0,0.0,0.0,0.0,4.0,6.55,26.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500IN25MLNN,MEDIDOR LASER ( RONIX DISTANCIA)/DISTANCIOMETRO ,UN,1.0,0.0,0.0,0.0,1.0,21745.0,21745.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500INMARC33,MARCADOR TERMOCONTRAIBLE 1 - 10AWG,UN,8.0,0.0,0.0,0.0,8.0,76339.0,610712.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500INMITU04,PIE DE METRO MITUTOYO 8 Pul.,UN,5.0,0.0,0.0,0.0,5.0,68862.04,344310.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500INPBG300,PESA BALANZA GANCHO 300 KG,UN,1.0,0.0,0.0,0.0,1.0,93051.0,93051.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,IN,INSTRUMENTOS DE MEDICION,H500PIME6000,PIE DE METRO 6¨,UN,1.0,0.0,0.0,0.0,1.0,61909.52,61910.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : IN,,,,,,nan,,,60.4,0.0,0.0,0.0,60.4,,1618505.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,KT,JUEGO/KIT/SET,H700KT000018,SET PERFORACION,KT,21.0,0.0,0.0,0.0,21.0,10000.0,210000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,KT,JUEGO/KIT/SET,H700KT000026,KIT SOPLETE CALENTADOR OXIGENO/GAS,KT,1.0,0.0,0.0,0.0,1.0,172350.0,172350.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,KT,JUEGO/KIT/SET,H700KT000027,KIT SOPLETE CALENTADOR GAS,KT,1.0,0.0,0.0,0.0,1.0,2150.0,2150.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,KT,JUEGO/KIT/SET,H700KTALLEN0,JUEGO LLAVE ALLEN,KT,7.0,0.0,0.0,0.0,7.0,6303.0,44121.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : KT,,,,,,nan,,,30.0,0.0,0.0,0.0,30.0,,428621.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,LC,ALICATE,H700LCAC0001,ALICATE CAIMAN TIPO C,UN,5.0,0.0,0.0,0.0,5.0,12422.32,62112.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : LC,,,,,,nan,,,5.0,0.0,0.0,0.0,5.0,,62112.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MN,HERRAMIENTA MANUAL,H700MN000016,CHISPERO DE COPA,UN,1.0,0.0,0.0,0.0,1.0,1764.46,1764.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MN,HERRAMIENTA MANUAL,H700MN000045,DADO 2¨¨,UN,1.0,0.0,0.0,0.0,1.0,1650.0,1650.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MN,HERRAMIENTA MANUAL,H700MN000051,DADO 25 MM,UN,4.0,0.0,0.0,0.0,4.0,11990.0,47960.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MN,HERRAMIENTA MANUAL,H700MN000057,DADO 10MM,UN,2.0,0.0,0.0,0.0,2.0,2605.0,5210.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MN,HERRAMIENTA MANUAL,H700MNNNNN01,DADO MAGNETICO,UN,4.0,0.0,0.0,0.0,4.0,1824.0,7296.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MN,HERRAMIENTA MANUAL,H700MNPHIL05,ATONILLADOR PUNTA PHILLIPS CROSSMANN Nº2,UN,17.0,0.0,0.0,0.0,17.0,605.0,10285.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : MN,,,,,,nan,,,29.0,0.0,0.0,0.0,29.0,,74165.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MP,IMPACTO,H700MP000002,MARTILLO CARPINTERO,UN,4.0,0.0,0.0,0.0,4.0,31.8,127.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MP,IMPACTO,H700MP000015,TENSOR ZUNCHO METALICO 1/2,UN,5.0,0.0,0.0,0.0,5.0,22974.8,114874.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MP,IMPACTO,H700MP000016,COMBO,UN,1.0,0.0,0.0,0.0,1.0,292.14,292.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MP,IMPACTO,H700MPLIOI08,CHUZO,UN,1.0,0.0,0.0,0.0,1.0,9135.0,9135.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MP,IMPACTO,H700MPNN0001,CINCEL,UN,13.0,0.0,0.0,0.0,13.0,51.32,667.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MP,IMPACTO,H700MPTACT10,MARTILLO GOMA MANGO F/VIDRIO 45 MM,UN,7.0,0.0,0.0,0.0,7.0,8086.0,56602.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : MP,,,,,,nan,,,31.0,0.0,0.0,0.0,31.0,,181697.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MQ,MAQUINARIA,H400MANGUPQS,MANGUERA PQS,MT,45.0,0.0,0.0,0.0,45.0,2890.0,130050.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MQ,MAQUINARIA,H400MQ000007,PUENTE GRUA 10 TONELADAS,UN,4.0,0.0,0.0,0.0,4.0,8847574.0,35390296.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MQ,MAQUINARIA,H400MQ000022,PISTOLA MIG,UN,2.0,0.0,0.0,0.0,2.0,124931.32,249863.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MQ,MAQUINARIA,H400MQ000037,BOMBA HIDRAULICA HY230 CN ENFRIADOR HY230*HYTORC,UN,1.0,0.0,0.0,0.0,1.0,3561530.0,3561530.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MQ,MAQUINARIA,H400MQHYTO40,LLAVE TORQUE HYTORC CUADRANTE 1´´,UN,1.0,0.0,0.0,0.0,1.0,3341900.0,3341900.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,MQ,MAQUINARIA,H400MQSKIL33,SIERRA CIRCULAR 7 1/4,UN,3.0,0.0,0.0,0.0,3.0,147540.0,442620.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : MQ,,,,,,nan,,,56.0,0.0,0.0,0.0,56.0,,43116259.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H700OTAIMT07,TENSOR TUBULAR ACERO INOXIDABLE 316L 3/4in,UN,21.0,0.0,0.0,0.0,21.0,13590.0,285390.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H8000TYRK00,ESPATULA YORK 100MM,UN,10.0,0.0,0.0,0.0,10.0,1190.0,11900.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800NIALUM24,NIVEL ALUMINIO 24¨,UN,4.0,0.0,0.0,0.0,4.0,9349.61,37398.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800NIALUM48,NIVEL ALUMINIO 48¨,UN,3.0,0.0,0.0,0.0,3.0,14903.13,44709.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OT000007,LINTERNA MANUAL,UN,3.0,0.0,0.0,0.0,3.0,11719.0,35157.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OT000012,CINTA AISLADORA NEGRA,UN,6.0,0.0,0.0,0.0,6.0,939.95,5640.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OT000107,LIMA PLANA,UN,2.0,0.0,0.0,0.0,2.0,4346.65,8693.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OT000108,LIMA REDONDA,UN,1.0,0.0,0.0,0.0,1.0,2577.39,2577.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OTLIJA83,LIJA AGUA,UN,6.0,0.0,0.0,0.0,6.0,500.0,3000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OTMANG56,MANGO PARA ESCOBILLONES,UN,10.0,0.0,0.0,0.0,10.0,24355.0,243550.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OTSNR031,"CHUMACERA UCF 208, SNR",UN,7.0,0.0,0.0,0.0,7.0,15975.0,111825.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OTSTAN46,STANLEY PRENSA CARPINTERA 6 PULGADAS,UN,2.0,0.0,0.0,0.0,2.0,19.84,40.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OTSTAN47,STANLEY PRENSA CARPINTERA 8 PULGADAS,UN,10.0,0.0,0.0,0.0,10.0,28.16,282.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OTSTAN50,PRENSA CARPINTERA 10 PULGADAS,UN,2.0,0.0,0.0,0.0,2.0,6.0,12.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,OT,OTROS,H800OTYORK44,ESPATULA YORK 140MM,UN,20.0,0.0,0.0,0.0,20.0,3571.0,71420.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : OT,,,,,,nan,,,107.0,0.0,0.0,0.0,107.0,,861593.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,RM,REPUESTOS MAQUINARIA,H300RM000006,LINER MIG 1.2 - 1.6,UN,6.0,0.0,0.0,0.0,6.0,9144.33,54866.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,RM,REPUESTOS MAQUINARIA,H300RM000043,VALVULA ANTIRRETROCESO REGULADOR GAS,UN,2.0,0.0,0.0,0.0,2.0,9545.0,19090.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,RM,REPUESTOS MAQUINARIA,H300RM000044,VALVULA ANTIRRETROCESO REGULADOR OXIGENO,UN,2.0,0.0,0.0,0.0,2.0,9545.0,19090.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,RM,REPUESTOS MAQUINARIA,H300RM000045,VALVULA ANTIRRETROCESO SOPLETE GAS,UN,1.0,0.0,0.0,0.0,1.0,9545.0,9545.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,RM,REPUESTOS MAQUINARIA,H300RMELEC33,PORTA ELECTRODO 300 AMP,UN,6.0,0.0,0.0,0.0,6.0,19900.0,119400.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,127,HERRAMIENTAS,RM,REPUESTOS MAQUINARIA,H300RMINTDIF,INTERRUPTOR DIFERENCIAL 25A AC 30MA,UN,4.0,0.0,0.0,0.0,4.0,19319.3,77277.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : RM,,,,,,nan,,,21.0,0.0,0.0,0.0,21.0,,299268.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : 127,,,,,,nan,,,554.4,0.0,0.0,0.0,554.4,,51425806.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,128,CONSTRUCCION,042,MATERIALES DE CONSTRUCCION,IOT188120140,YESO CARTON 15MM 1.20 X 2.40 BR,UN,394.0,0.0,0.0,0.0,394.0,7639.0,3009766.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : 042,,,,,,nan,,,394.0,0.0,0.0,0.0,394.0,,3009766.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : 128,,,,,,nan,,,394.0,0.0,0.0,0.0,394.0,,3009766.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,135,CABLES EN GENERAL,EL,ELECTRICO,IEL020383205,ENCHUFE MACHO VOLANTE IND. 380 V  32A 3P+T+N,UN,7.0,0.0,0.0,0.0,7.0,5496.0,38472.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,135,CABLES EN GENERAL,EL,ELECTRICO,IEL040383205,ENCHUFE HEMBRA IND. S/P 380 V  32A 3P+T+N,UN,26.0,0.0,0.0,0.0,26.0,1588.0,41288.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : EL,,,,,,nan,,,33.0,0.0,0.0,0.0,33.0,,79760.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : 135,,,,,,nan,,,33.0,0.0,0.0,0.0,33.0,,79760.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO0102MPAIN,PLUMON PAINT OLEO MEDIO 2MM AMARILLO,UN,8.0,0.0,0.0,0.0,8.0,1840.21,14722.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO010AZPLBL,PLUMON DE PIZARRA AZUL,UN,18.0,0.0,0.0,0.0,18.0,664.0,11952.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO020LOROLA,LOMO ARCHIVADOR ANCHO ROJO - LAVORO,UN,18.0,0.0,0.0,0.0,18.0,485.0,8730.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
